dat_id,per_id,age,gender,income,lic,mode,purpose,geoid_o,sampno,geoid_d,zid,dist,autoivtt,darivtt,walktt,costauto,sharedridecost,darefare,busfare,buswaitt,bustt,u_perid,emp,child16,hh_auto,av_auto,av_share,av_bus,av_dar,av_wk,weight
1,83,4,2,1,2,9,9,39,39,39,39,1.475138877,4,5.333333333,28.95,0.76721973,0.383609865,2.147513888,1,1,3.161011879,1,1,2,1,0,1,0,1,1,-99999
1,85,5,2,1,1,9,9,103,103,103,103,1.28064921,2.666666667,3.555555556,24.91666667,0.666065654,0.333032827,2.128064921,1,1,2.744248307,1,1,1,1,1,1,0,1,1,-99999
1,85,5,2,1,1,9,12,103,103,103,103,1.808194664,5.183333333,6.911111111,32.26666667,0.940442045,0.470221022,2.180819466,1,1,3.874702851,1,1,1,1,1,1,0,1,1,-99999
1,86,4,1,1,2,4,12,39,39,39,39,2.677495122,7.533333333,10.04444444,53.48333333,1.392565213,0.696282607,2.267749512,1,1,5.737489547,1,1,2,1,1,1,0,1,1,-99999
1,87,4,1,1,2,9,9,215,215,215,215,3.824549194,9.5,12.66666667,67.01666667,1.989148036,0.994574018,2.382454919,1,1,8.195462559,1,99999,2,1,0,1,0,1,1,-99999
1,87,4,1,1,2,9,12,215,215,215,215,4.615556688,11.66666667,15.55555556,91.76666667,2.400551033,1.200275517,2.461555669,1,1,9.890478617,1,99999,2,1,0,1,0,1,1,-99999
1,88,4,2,2,1,4,9,59,59,59,59,9.017982527,11.11666667,14.82222222,136.5,4.690252712,2.345126356,2.901798253,1,1,19.32424827,1,0,1,4,1,1,0,1,1,-99999
1,88,4,2,2,1,4,12,59,59,59,59,2.635241776,5.833333333,7.777777778,52.55,1.370589248,0.685294624,2.263524178,1,1,5.646946663,1,0,1,4,1,1,0,1,1,-99999
1,89,4,2,1,1,9,9,107,107,107,107,1.76656269,6.033333333,8.044444444,34.78333333,0.918789255,0.459394628,2.176656269,1,1,3.785491479,1,6,2,2,0,1,0,1,0,-99999
1,89,4,2,1,1,4,12,107,107,107,107,1.967887457,5.45,7.266666667,34.7,1.023498266,0.511749133,2.196788746,1,1,4.216901694,1,6,2,2,1,1,0,1,0,-99999
1,90,4,2,1,2,9,9,75,75,75,75,2.105210832,6.15,8.2,41.93333333,1.094920154,0.547460077,2.210521083,1,1,4.511166069,1,6,2,2,0,1,0,1,0,-99999
1,90,4,2,1,2,9,12,75,75,75,75,3.960629823,10.5,14,75.9,2.059923571,1.029961786,2.396062982,1,1,8.487063906,1,6,2,2,0,1,0,1,0,-99999
1,91,5,2,1,1,9,9,129,129,129,129,4.956068948,8.383333333,11.17777778,94.05,2.57765146,1.28882573,2.495606895,1,1,10.62014775,1,1,2,1,1,1,0,1,1,-99999
1,91,5,2,1,1,9,12,129,129,129,129,4.239626182,7.25,9.666666667,79.8,2.205029577,1.102514789,2.423962618,1,1,9.084913247,1,1,2,1,1,1,0,1,1,-99999
1,92,5,1,1,1,1,9,32,32,32,32,0.80840593,2.833333333,3.777777778,15.86666667,0.420451924,0.210225962,2.080840593,1,1,1.732298421,1,0,1,1,1,1,0,1,1,-99999
1,92,5,1,1,1,9,12,32,32,32,32,2.179154187,5.5,7.333333333,43.1,1.133378093,0.566689046,2.217915419,1,1,4.669616115,1,0,1,1,1,1,0,1,1,-99999
1,93,5,1,5,1,4,3,107,107,107,107,2.635863149,7.266666667,9.688888889,41.55,1.370912424,0.685456212,2.263586315,1,1,5.648278176,1,0,2,4,1,1,0,1,1,-99999
1,93,5,1,5,1,4,9,107,107,107,107,3.16278723,7.35,9.8,63.31666667,1.644965638,0.822482819,2.316278723,1,1,6.777401207,1,0,2,4,1,1,0,1,1,-99999
