trip_id,on_id,off_id,od
2155,141,82,"(141, 82)"
2156,161,62,"(161, 62)"
2157,99,12,"(99, 12)"
2158,41,150,"(41, 150)"
2160,16,23,"(16, 23)"
2161,3,12,"(3, 12)"
2162,67,14,"(67, 14)"
2163,67,104,"(67, 104)"
2164,104,104,"(104, 104)"
2165,104,104,"(104, 104)"
2166,17,150,"(17, 150)"
2167,104,104,"(104, 104)"
2168,104,104,"(104, 104)"
2169,20,120,"(20, 120)"
2170,120,150,"(120, 150)"
2171,140,161,"(140, 161)"
2172,45,135,"(45, 135)"
2173,74,123,"(74, 123)"
2174,90,135,"(90, 135)"
2175,15,24,"(15, 24)"
2176,102,159,"(102, 159)"
2177,15,80,"(15, 80)"
2178,71,3,"(71, 3)"
2179,104,104,"(104, 104)"
2180,148,3,"(148, 3)"
2181,114,3,"(114, 3)"
2182,91,32,"(91, 32)"
2183,82,90,"(82, 90)"
2184,33,78,"(33, 78)"
2185,45,91,"(45, 91)"
2186,115,148,"(115, 148)"
2187,102,124,"(102, 124)"
2188,74,22,"(74, 22)"
2189,74,120,"(74, 120)"
2190,42,135,"(42, 135)"
2191,77,150,"(77, 150)"
2192,17,78,"(17, 78)"
2193,73,123,"(73, 123)"
2194,87,96,"(87, 96)"
2195,120,150,"(120, 150)"
2196,86,78,"(86, 78)"
2197,21,71,"(21, 71)"
2198,159,3,"(159, 3)"
2199,15,3,"(15, 3)"
2200,21,118,"(21, 118)"
2201,87,96,"(87, 96)"
2202,143,3,"(143, 3)"
2203,21,123,"(21, 123)"
2204,45,135,"(45, 135)"
2205,15,135,"(15, 135)"
2206,3,99,"(3, 99)"
2207,15,120,"(15, 120)"
2208,11,5,"(11, 5)"
2209,54,159,"(54, 159)"
2210,74,73,"(74, 73)"
2211,35,142,"(35, 142)"
2212,33,71,"(33, 71)"
2213,104,104,"(104, 104)"
2214,105,84,"(105, 84)"
2215,15,161,"(15, 161)"
2216,16,161,"(16, 161)"
2217,73,67,"(73, 67)"
2218,21,135,"(21, 135)"
2219,19,150,"(19, 150)"
2220,12,150,"(12, 150)"
2221,73,150,"(73, 150)"
2222,15,150,"(15, 150)"
2223,79,150,"(79, 150)"
2224,17,150,"(17, 150)"
2225,15,150,"(15, 150)"
2226,21,150,"(21, 150)"
2227,18,3,"(18, 3)"
2228,99,45,"(99, 45)"
2229,12,73,"(12, 73)"
2230,104,104,"(104, 104)"
2231,18,3,"(18, 3)"
2232,4,111,"(4, 111)"
2233,143,159,"(143, 159)"
2234,93,6,"(93, 6)"
2235,71,84,"(71, 84)"
2236,54,13,"(54, 13)"
2237,12,137,"(12, 137)"
2238,105,4,"(105, 4)"
2239,83,96,"(83, 96)"
2240,4,111,"(4, 111)"
2241,18,111,"(18, 111)"
2242,21,120,"(21, 120)"
2243,82,161,"(82, 161)"
2244,74,159,"(74, 159)"
2245,15,71,"(15, 71)"
2246,111,148,"(111, 148)"
2247,21,159,"(21, 159)"
2248,77,135,"(77, 135)"
2249,11,3,"(11, 3)"
2250,12,159,"(12, 159)"
2251,104,104,"(104, 104)"
2252,77,3,"(77, 3)"
2253,72,17,"(72, 17)"
2254,14,148,"(14, 148)"
2255,3,148,"(3, 148)"
2256,82,159,"(82, 159)"
2257,84,71,"(84, 71)"
2258,82,159,"(82, 159)"
2259,3,71,"(3, 71)"
2260,18,3,"(18, 3)"
2261,18,107,"(18, 107)"
2262,105,84,"(105, 84)"
2263,111,71,"(111, 71)"
2264,83,77,"(83, 77)"
2265,35,73,"(35, 73)"
2266,161,105,"(161, 105)"
2267,13,159,"(13, 159)"
2268,99,45,"(99, 45)"
2269,33,17,"(33, 17)"
2270,82,159,"(82, 159)"
2271,105,84,"(105, 84)"
2272,12,150,"(12, 150)"
2273,140,148,"(140, 148)"
2274,14,150,"(14, 150)"
2275,16,107,"(16, 107)"
2276,148,35,"(148, 35)"
2277,102,159,"(102, 159)"
2278,18,3,"(18, 3)"
2279,15,3,"(15, 3)"
2280,54,24,"(54, 24)"
2281,15,24,"(15, 24)"
2282,35,16,"(35, 16)"
2284,20,75,"(20, 75)"
2285,135,15,"(135, 15)"
2286,150,24,"(150, 24)"
2287,12,67,"(12, 67)"
2288,82,78,"(82, 78)"
2289,14,86,"(14, 86)"
2290,102,3,"(102, 3)"
2291,84,67,"(84, 67)"
2292,142,23,"(142, 23)"
2293,82,3,"(82, 3)"
2294,82,3,"(82, 3)"
2295,83,23,"(83, 23)"
2296,35,23,"(35, 23)"
2297,12,6,"(12, 6)"
2298,33,42,"(33, 42)"
2299,13,107,"(13, 107)"
2300,14,3,"(14, 3)"
2301,11,27,"(11, 27)"
2302,90,3,"(90, 3)"
2303,12,22,"(12, 22)"
2304,135,45,"(135, 45)"
2305,3,18,"(3, 18)"
2306,93,84,"(93, 84)"
2307,82,3,"(82, 3)"
2308,12,150,"(12, 150)"
2309,111,5,"(111, 5)"
2310,104,104,"(104, 104)"
2311,82,32,"(82, 32)"
2312,143,150,"(143, 150)"
2313,148,41,"(148, 41)"
2314,23,54,"(23, 54)"
2315,35,111,"(35, 111)"
2316,3,4,"(3, 4)"
2317,148,14,"(148, 14)"
2318,74,150,"(74, 150)"
2319,150,161,"(150, 161)"
2320,84,104,"(84, 104)"
2321,21,111,"(21, 111)"
2322,4,17,"(4, 17)"
2323,4,106,"(4, 106)"
2324,5,16,"(5, 16)"
2325,4,105,"(4, 105)"
2326,150,73,"(150, 73)"
2327,19,107,"(19, 107)"
2328,18,32,"(18, 32)"
2330,73,150,"(73, 150)"
2331,15,73,"(15, 73)"
2332,73,74,"(73, 74)"
2333,15,100,"(15, 100)"
2334,148,115,"(148, 115)"
2335,104,104,"(104, 104)"
2336,12,78,"(12, 78)"
2337,82,3,"(82, 3)"
2338,111,86,"(111, 86)"
2339,18,3,"(18, 3)"
2340,15,163,"(15, 163)"
2341,77,105,"(77, 105)"
2342,27,3,"(27, 3)"
2343,3,4,"(3, 4)"
2344,13,3,"(13, 3)"
2345,115,18,"(115, 18)"
2346,104,23,"(104, 23)"
2347,6,110,"(6, 110)"
2348,21,96,"(21, 96)"
2349,117,3,"(117, 3)"
2350,13,3,"(13, 3)"
2351,24,24,"(24, 24)"
2352,93,96,"(93, 96)"
2353,150,3,"(150, 3)"
2354,117,111,"(117, 111)"
2355,3,11,"(3, 11)"
2356,33,14,"(33, 14)"
2357,74,17,"(74, 17)"
2358,68,82,"(68, 82)"
2359,24,15,"(24, 15)"
2360,83,3,"(83, 3)"
2361,12,150,"(12, 150)"
2362,159,23,"(159, 23)"
2363,3,117,"(3, 117)"
2364,104,3,"(104, 3)"
2365,3,54,"(3, 54)"
2366,82,3,"(82, 3)"
2367,73,3,"(73, 3)"
2368,13,54,"(13, 54)"
2369,21,159,"(21, 159)"
2370,20,159,"(20, 159)"
2371,42,67,"(42, 67)"
2372,78,35,"(78, 35)"
2373,5,16,"(5, 16)"
2374,150,3,"(150, 3)"
2375,135,77,"(135, 77)"
2376,33,142,"(33, 142)"
2377,142,32,"(142, 32)"
2378,3,14,"(3, 14)"
2379,3,102,"(3, 102)"
2380,104,104,"(104, 104)"
2381,22,21,"(22, 21)"
2382,135,150,"(135, 150)"
2383,15,3,"(15, 3)"
2384,111,23,"(111, 23)"
2385,18,105,"(18, 105)"
2386,77,78,"(77, 78)"
2387,77,78,"(77, 78)"
2388,77,78,"(77, 78)"
2389,4,45,"(4, 45)"
2390,161,118,"(161, 118)"
2391,150,74,"(150, 74)"
2392,74,13,"(74, 13)"
2393,23,140,"(23, 140)"
2394,78,12,"(78, 12)"
2395,163,15,"(163, 15)"
2396,17,3,"(17, 3)"
2397,104,104,"(104, 104)"
2398,93,3,"(93, 3)"
2399,13,3,"(13, 3)"
2400,107,16,"(107, 16)"
2401,107,13,"(107, 13)"
2402,135,90,"(135, 90)"
2403,81,5,"(81, 5)"
2404,3,100,"(3, 100)"
2405,90,32,"(90, 32)"
2406,16,73,"(16, 73)"
2407,78,12,"(78, 12)"
2408,21,159,"(21, 159)"
2409,4,3,"(4, 3)"
2410,73,15,"(73, 15)"
2411,90,150,"(90, 150)"
2412,32,82,"(32, 82)"
2413,15,13,"(15, 13)"
2414,4,22,"(4, 22)"
2415,4,17,"(4, 17)"
2417,54,18,"(54, 18)"
2418,33,142,"(33, 142)"
2419,54,104,"(54, 104)"
2420,24,140,"(24, 140)"
2421,78,71,"(78, 71)"
2422,150,143,"(150, 143)"
2423,42,3,"(42, 3)"
2424,150,17,"(150, 17)"
2425,3,159,"(3, 159)"
2426,78,83,"(78, 83)"
2427,82,24,"(82, 24)"
2428,3,11,"(3, 11)"
2429,6,93,"(6, 93)"
2430,3,83,"(3, 83)"
2431,77,12,"(77, 12)"
2432,68,82,"(68, 82)"
2433,18,78,"(18, 78)"
2434,159,102,"(159, 102)"
2435,3,73,"(3, 73)"
2436,22,3,"(22, 3)"
2437,80,15,"(80, 15)"
2438,71,3,"(71, 3)"
2439,150,150,"(150, 150)"
2440,5,82,"(5, 82)"
2441,23,84,"(23, 84)"
2442,24,4,"(24, 4)"
2443,39,143,"(39, 143)"
2444,111,4,"(111, 4)"
2445,42,3,"(42, 3)"
2446,3,150,"(3, 150)"
2447,77,102,"(77, 102)"
2448,17,74,"(17, 74)"
2449,105,19,"(105, 19)"
2450,45,161,"(45, 161)"
2451,24,150,"(24, 150)"
2452,13,159,"(13, 159)"
2453,3,73,"(3, 73)"
2454,123,3,"(123, 3)"
2455,15,159,"(15, 159)"
2456,4,82,"(4, 82)"
2458,23,35,"(23, 35)"
2459,105,162,"(105, 162)"
2460,45,4,"(45, 4)"
2461,93,32,"(93, 32)"
2462,3,111,"(3, 111)"
2463,3,15,"(3, 15)"
2464,4,150,"(4, 150)"
2465,24,13,"(24, 13)"
2466,21,75,"(21, 75)"
2467,67,104,"(67, 104)"
2468,101,105,"(101, 105)"
2469,3,35,"(3, 35)"
2470,89,71,"(89, 71)"
2471,4,24,"(4, 24)"
2472,150,45,"(150, 45)"
2473,99,78,"(99, 78)"
2474,6,33,"(6, 33)"
2475,90,159,"(90, 159)"
2476,23,35,"(23, 35)"
2477,15,148,"(15, 148)"
2478,99,12,"(99, 12)"
2479,140,21,"(140, 21)"
2480,3,18,"(3, 18)"
2481,18,13,"(18, 13)"
2482,15,5,"(15, 5)"
2483,99,150,"(99, 150)"
2484,67,84,"(67, 84)"
2485,78,13,"(78, 13)"
2486,159,21,"(159, 21)"
2487,150,3,"(150, 3)"
2488,80,111,"(80, 111)"
2489,13,67,"(13, 67)"
2490,78,18,"(78, 18)"
2491,39,90,"(39, 90)"
2492,17,3,"(17, 3)"
2493,150,150,"(150, 150)"
2494,102,24,"(102, 24)"
2495,41,159,"(41, 159)"
2496,105,162,"(105, 162)"
2497,3,73,"(3, 73)"
2498,104,104,"(104, 104)"
2499,24,150,"(24, 150)"
2500,104,90,"(104, 90)"
2501,78,4,"(78, 4)"
2502,3,93,"(3, 93)"
2503,3,17,"(3, 17)"
2504,35,45,"(35, 45)"
2505,39,16,"(39, 16)"
2506,114,159,"(114, 159)"
2508,3,24,"(3, 24)"
2509,159,82,"(159, 82)"
2510,159,74,"(159, 74)"
2511,96,83,"(96, 83)"
2512,100,15,"(100, 15)"
2513,161,16,"(161, 16)"
2514,161,15,"(161, 15)"
2515,91,150,"(91, 150)"
2516,148,15,"(148, 15)"
2517,12,90,"(12, 90)"
2518,3,18,"(3, 18)"
2519,159,82,"(159, 82)"
2520,161,45,"(161, 45)"
2521,4,17,"(4, 17)"
2522,99,15,"(99, 15)"
2523,3,4,"(3, 4)"
2524,161,159,"(161, 159)"
2525,159,102,"(159, 102)"
2526,161,102,"(161, 102)"
2527,3,82,"(3, 82)"
2528,15,3,"(15, 3)"
2529,73,16,"(73, 16)"
2530,39,77,"(39, 77)"
2531,13,15,"(13, 15)"
2532,161,45,"(161, 45)"
2533,161,82,"(161, 82)"
2534,21,3,"(21, 3)"
2535,3,71,"(3, 71)"
2536,3,21,"(3, 21)"
2537,150,12,"(150, 12)"
2538,150,73,"(150, 73)"
2539,150,15,"(150, 15)"
2540,14,150,"(14, 150)"
2541,150,17,"(150, 17)"
2542,150,79,"(150, 79)"
2543,150,19,"(150, 19)"
2544,150,21,"(150, 21)"
2545,3,24,"(3, 24)"
2546,17,161,"(17, 161)"
2547,77,159,"(77, 159)"
2548,77,99,"(77, 99)"
2549,159,12,"(159, 12)"
2550,104,104,"(104, 104)"
2551,6,73,"(6, 73)"
2552,3,143,"(3, 143)"
2553,67,73,"(67, 73)"
2554,135,45,"(135, 45)"
2555,82,3,"(82, 3)"
2556,3,13,"(3, 13)"
2557,159,87,"(159, 87)"
2558,14,22,"(14, 22)"
2559,12,22,"(12, 22)"
2560,67,12,"(67, 12)"
2561,3,11,"(3, 11)"
2562,17,150,"(17, 150)"
2563,150,15,"(150, 15)"
2564,77,6,"(77, 6)"
2565,24,102,"(24, 102)"
2566,104,104,"(104, 104)"
2567,82,4,"(82, 4)"
2568,17,3,"(17, 3)"
2569,83,45,"(83, 45)"
2570,21,27,"(21, 27)"
2571,161,140,"(161, 140)"
2572,159,21,"(159, 21)"
2573,41,150,"(41, 150)"
2574,17,4,"(17, 4)"
2575,91,150,"(91, 150)"
2576,79,87,"(79, 87)"
2577,23,83,"(23, 83)"
2578,78,105,"(78, 105)"
2579,3,15,"(3, 15)"
2580,80,83,"(80, 83)"
2581,17,81,"(17, 81)"
2582,99,3,"(99, 3)"
2583,45,81,"(45, 81)"
2584,15,17,"(15, 17)"
2585,150,12,"(150, 12)"
2586,135,90,"(135, 90)"
2587,135,90,"(135, 90)"
2588,74,39,"(74, 39)"
2589,140,159,"(140, 159)"
2590,141,73,"(141, 73)"
2591,90,4,"(90, 4)"
2592,99,39,"(99, 39)"
2593,159,13,"(159, 13)"
2594,150,27,"(150, 27)"
2595,45,13,"(45, 13)"
2596,104,82,"(104, 82)"
2597,6,54,"(6, 54)"
2598,17,4,"(17, 4)"
2599,67,104,"(67, 104)"
2600,150,77,"(150, 77)"
2601,159,143,"(159, 143)"
2602,41,3,"(41, 3)"
2603,17,15,"(17, 15)"
2604,135,21,"(135, 21)"
2605,78,150,"(78, 150)"
2606,3,140,"(3, 140)"
2607,17,150,"(17, 150)"
2608,159,82,"(159, 82)"
2609,22,93,"(22, 93)"
2610,101,17,"(101, 17)"
2611,4,83,"(4, 83)"
2612,142,35,"(142, 35)"
2613,83,19,"(83, 19)"
2614,162,105,"(162, 105)"
2615,102,33,"(102, 33)"
2616,104,104,"(104, 104)"
2617,41,23,"(41, 23)"
2618,96,87,"(96, 87)"
2619,159,41,"(159, 41)"
2620,15,84,"(15, 84)"
2621,13,18,"(13, 18)"
2622,14,82,"(14, 82)"
2623,159,120,"(159, 120)"
2624,104,80,"(104, 80)"
2625,19,83,"(19, 83)"
2626,3,150,"(3, 150)"
2627,150,77,"(150, 77)"
2628,104,104,"(104, 104)"
2629,159,99,"(159, 99)"
2630,104,104,"(104, 104)"
2631,17,150,"(17, 150)"
2632,104,104,"(104, 104)"
2633,104,104,"(104, 104)"
2634,20,120,"(20, 120)"
2635,45,135,"(45, 135)"
2636,17,104,"(17, 104)"
2637,120,150,"(120, 150)"
2638,140,161,"(140, 161)"
2639,12,3,"(12, 3)"
2640,12,4,"(12, 4)"
2641,15,8,"(15, 8)"
2642,12,3,"(12, 3)"
2643,15,24,"(15, 24)"
2644,104,104,"(104, 104)"
2645,90,135,"(90, 135)"
2646,114,3,"(114, 3)"
2647,54,159,"(54, 159)"
2648,91,32,"(91, 32)"
2649,20,75,"(20, 75)"
2650,82,90,"(82, 90)"
2651,33,78,"(33, 78)"
2652,6,22,"(6, 22)"
2653,45,91,"(45, 91)"
2654,102,124,"(102, 124)"
2655,105,84,"(105, 84)"
2656,105,84,"(105, 84)"
2657,21,161,"(21, 161)"
2658,74,22,"(74, 22)"
2659,42,135,"(42, 135)"
2660,4,91,"(4, 91)"
2661,35,142,"(35, 142)"
2662,77,150,"(77, 150)"
2663,4,135,"(4, 135)"
2664,87,96,"(87, 96)"
2665,17,78,"(17, 78)"
2666,120,150,"(120, 150)"
2667,71,42,"(71, 42)"
2668,71,21,"(71, 21)"
2669,4,84,"(4, 84)"
2670,105,159,"(105, 159)"
2671,15,3,"(15, 3)"
2672,87,96,"(87, 96)"
2673,143,3,"(143, 3)"
2674,21,118,"(21, 118)"
2675,84,67,"(84, 67)"
2676,12,67,"(12, 67)"
2677,16,67,"(16, 67)"
2678,15,135,"(15, 135)"
2679,45,135,"(45, 135)"
2680,21,135,"(21, 135)"
2681,45,135,"(45, 135)"
2682,54,21,"(54, 21)"
2683,17,75,"(17, 75)"
2684,104,104,"(104, 104)"
2685,105,84,"(105, 84)"
2686,11,40,"(11, 40)"
2687,11,78,"(11, 78)"
2688,33,71,"(33, 71)"
2689,15,67,"(15, 67)"
2690,15,161,"(15, 161)"
2691,16,161,"(16, 161)"
2692,73,67,"(73, 67)"
2693,91,142,"(91, 142)"
2694,15,135,"(15, 135)"
2695,79,150,"(79, 150)"
2696,73,150,"(73, 150)"
2697,12,150,"(12, 150)"
2698,19,150,"(19, 150)"
2699,15,150,"(15, 150)"
2700,21,150,"(21, 150)"
2701,17,150,"(17, 150)"
2702,15,150,"(15, 150)"
2703,104,104,"(104, 104)"
2704,18,3,"(18, 3)"
2705,18,18,"(18, 18)"
2706,12,19,"(12, 19)"
2707,84,4,"(84, 4)"
2708,12,19,"(12, 19)"
2709,104,118,"(104, 118)"
2710,18,159,"(18, 159)"
2711,4,111,"(4, 111)"
2712,74,21,"(74, 21)"
2713,91,102,"(91, 102)"
2714,15,23,"(15, 23)"
2715,101,148,"(101, 148)"
2716,140,32,"(140, 32)"
2717,84,104,"(84, 104)"
2718,74,3,"(74, 3)"
2719,83,23,"(83, 23)"
2720,20,3,"(20, 3)"
2721,102,148,"(102, 148)"
2722,15,3,"(15, 3)"
2723,21,18,"(21, 18)"
2724,54,110,"(54, 110)"
2725,15,3,"(15, 3)"
2726,12,137,"(12, 137)"
2727,18,3,"(18, 3)"
2728,82,159,"(82, 159)"
2729,102,123,"(102, 123)"
2730,82,159,"(82, 159)"
2731,150,39,"(150, 39)"
2732,18,111,"(18, 111)"
2733,142,73,"(142, 73)"
2734,142,73,"(142, 73)"
2735,73,15,"(73, 15)"
2736,135,4,"(135, 4)"
2737,12,111,"(12, 111)"
2738,4,111,"(4, 111)"
2739,77,45,"(77, 45)"
2740,82,104,"(82, 104)"
2741,77,45,"(77, 45)"
2742,83,96,"(83, 96)"
2743,4,102,"(4, 102)"
2744,82,23,"(82, 23)"
2745,35,135,"(35, 135)"
2746,102,23,"(102, 23)"
2747,20,104,"(20, 104)"
2748,19,148,"(19, 148)"
2749,104,104,"(104, 104)"
2750,15,105,"(15, 105)"
2751,12,159,"(12, 159)"
2752,82,161,"(82, 161)"
2753,102,54,"(102, 54)"
2754,148,101,"(148, 101)"
2755,102,123,"(102, 123)"
2756,83,23,"(83, 23)"
2757,71,84,"(71, 84)"
2758,82,3,"(82, 3)"
2759,19,107,"(19, 107)"
2760,35,23,"(35, 23)"
2761,13,39,"(13, 39)"
2762,115,110,"(115, 110)"
2763,12,135,"(12, 135)"
2764,82,159,"(82, 159)"
2765,142,150,"(142, 150)"
2766,99,159,"(99, 159)"
2767,14,78,"(14, 78)"
2768,4,15,"(4, 15)"
2769,82,3,"(82, 3)"
2770,12,150,"(12, 150)"
2771,150,161,"(150, 161)"
2772,159,38,"(159, 38)"
2773,73,3,"(73, 3)"
2774,18,3,"(18, 3)"
2775,99,161,"(99, 161)"
2776,93,84,"(93, 84)"
2777,12,15,"(12, 15)"
2778,80,17,"(80, 17)"
2779,80,17,"(80, 17)"
2780,15,67,"(15, 67)"
2781,17,67,"(17, 67)"
2782,77,13,"(77, 13)"
2783,150,111,"(150, 111)"
2784,17,135,"(17, 135)"
2785,45,67,"(45, 67)"
2786,12,67,"(12, 67)"
2787,42,67,"(42, 67)"
2788,20,67,"(20, 67)"
2789,42,67,"(42, 67)"
2790,99,3,"(99, 3)"
2791,135,120,"(135, 120)"
2792,41,159,"(41, 159)"
2793,35,137,"(35, 137)"
2794,150,78,"(150, 78)"
2795,18,32,"(18, 32)"
2796,143,3,"(143, 3)"
2797,84,71,"(84, 71)"
2798,15,163,"(15, 163)"
2799,159,18,"(159, 18)"
2800,45,24,"(45, 24)"
2801,45,24,"(45, 24)"
2802,12,22,"(12, 22)"
2803,73,150,"(73, 150)"
2804,102,21,"(102, 21)"
2805,77,110,"(77, 110)"
2806,20,3,"(20, 3)"
2807,21,96,"(21, 96)"
2808,89,32,"(89, 32)"
2809,150,161,"(150, 161)"
2810,150,161,"(150, 161)"
2811,150,161,"(150, 161)"
2812,104,104,"(104, 104)"
2813,90,4,"(90, 4)"
2814,15,33,"(15, 33)"
2815,93,82,"(93, 82)"
2816,135,15,"(135, 15)"
2817,4,118,"(4, 118)"
2818,150,161,"(150, 161)"
2819,27,73,"(27, 73)"
2820,80,105,"(80, 105)"
2821,15,45,"(15, 45)"
2822,123,102,"(123, 102)"
2823,163,15,"(163, 15)"
2824,3,20,"(3, 20)"
2825,148,159,"(148, 159)"
2826,83,78,"(83, 78)"
2827,15,3,"(15, 3)"
2829,15,3,"(15, 3)"
2830,74,161,"(74, 161)"
2831,20,75,"(20, 75)"
2832,15,100,"(15, 100)"
2833,32,13,"(32, 13)"
2834,104,104,"(104, 104)"
2835,3,77,"(3, 77)"
2836,15,45,"(15, 45)"
2837,82,68,"(82, 68)"
2838,82,68,"(82, 68)"
2839,23,41,"(23, 41)"
2840,150,161,"(150, 161)"
2841,3,74,"(3, 74)"
2842,90,135,"(90, 135)"
2843,15,45,"(15, 45)"
2844,161,45,"(161, 45)"
2845,18,105,"(18, 105)"
2846,80,3,"(80, 3)"
2847,15,17,"(15, 17)"
2848,92,135,"(92, 135)"
2849,83,24,"(83, 24)"
2850,15,3,"(15, 3)"
2851,140,104,"(140, 104)"
2852,84,93,"(84, 93)"
2853,3,159,"(3, 159)"
2854,22,161,"(22, 161)"
2855,77,3,"(77, 3)"
2856,33,15,"(33, 15)"
2858,135,35,"(135, 35)"
2859,11,78,"(11, 78)"
2860,86,73,"(86, 73)"
2861,142,73,"(142, 73)"
2862,114,3,"(114, 3)"
2863,12,150,"(12, 150)"
2864,135,12,"(135, 12)"
2865,55,74,"(55, 74)"
2866,111,38,"(111, 38)"
2867,91,161,"(91, 161)"
2868,104,100,"(104, 100)"
2869,135,17,"(135, 17)"
2870,4,160,"(4, 160)"
2871,3,82,"(3, 82)"
2872,33,67,"(33, 67)"
2873,93,3,"(93, 3)"
2874,93,3,"(93, 3)"
2875,17,41,"(17, 41)"
2876,18,45,"(18, 45)"
2877,18,107,"(18, 107)"
2878,90,135,"(90, 135)"
2879,111,150,"(111, 150)"
2880,108,77,"(108, 77)"
2881,42,67,"(42, 67)"
2882,78,99,"(78, 99)"
2883,17,15,"(17, 15)"
2884,104,104,"(104, 104)"
2885,13,24,"(13, 24)"
2886,135,35,"(135, 35)"
2887,73,3,"(73, 3)"
2888,45,112,"(45, 112)"
2889,161,74,"(161, 74)"
2890,91,150,"(91, 150)"
2891,87,24,"(87, 24)"
2892,21,135,"(21, 135)"
2893,3,73,"(3, 73)"
2894,3,12,"(3, 12)"
2895,74,161,"(74, 161)"
2896,111,150,"(111, 150)"
2897,77,3,"(77, 3)"
2898,78,150,"(78, 150)"
2899,3,148,"(3, 148)"
2900,13,24,"(13, 24)"
2901,104,104,"(104, 104)"
2902,18,74,"(18, 74)"
2903,14,41,"(14, 41)"
2904,150,41,"(150, 41)"
2905,73,86,"(73, 86)"
2906,78,33,"(78, 33)"
2907,3,80,"(3, 80)"
2908,68,82,"(68, 82)"
2909,68,82,"(68, 82)"
2910,68,82,"(68, 82)"
2911,3,73,"(3, 73)"
2912,68,73,"(68, 73)"
2913,73,142,"(73, 142)"
2914,74,54,"(74, 54)"
2915,3,18,"(3, 18)"
2916,140,73,"(140, 73)"
2917,67,104,"(67, 104)"
2918,159,148,"(159, 148)"
2919,142,3,"(142, 3)"
2920,4,3,"(4, 3)"
2921,91,3,"(91, 3)"
2922,73,35,"(73, 35)"
2923,81,13,"(81, 13)"
2924,45,135,"(45, 135)"
2925,75,140,"(75, 140)"
2926,74,17,"(74, 17)"
2927,143,39,"(143, 39)"
2928,159,105,"(159, 105)"
2929,24,45,"(24, 45)"
2930,104,39,"(104, 39)"
2931,33,19,"(33, 19)"
2932,32,140,"(32, 140)"
2933,74,148,"(74, 148)"
2934,3,77,"(3, 77)"
2935,23,41,"(23, 41)"
2936,93,14,"(93, 14)"
2937,101,159,"(101, 159)"
2938,23,13,"(23, 13)"
2939,4,45,"(4, 45)"
2940,135,90,"(135, 90)"
2941,148,99,"(148, 99)"
2942,135,92,"(135, 92)"
2943,135,92,"(135, 92)"
2944,135,92,"(135, 92)"
2945,111,161,"(111, 161)"
2946,4,150,"(4, 150)"
2947,71,35,"(71, 35)"
2948,4,3,"(4, 3)"
2949,161,35,"(161, 35)"
2950,110,13,"(110, 13)"
2951,23,45,"(23, 45)"
2952,67,93,"(67, 93)"
2953,67,20,"(67, 20)"
2954,111,80,"(111, 80)"
2955,107,19,"(107, 19)"
2956,150,78,"(150, 78)"
2957,73,68,"(73, 68)"
2958,108,77,"(108, 77)"
2959,14,41,"(14, 41)"
2960,3,93,"(3, 93)"
2961,3,93,"(3, 93)"
2962,24,13,"(24, 13)"
2963,3,77,"(3, 77)"
2964,77,83,"(77, 83)"
2965,77,83,"(77, 83)"
2966,4,148,"(4, 148)"
2967,78,13,"(78, 13)"
2968,111,4,"(111, 4)"
2969,111,12,"(111, 12)"
2970,111,18,"(111, 18)"
2971,35,161,"(35, 161)"
2972,99,3,"(99, 3)"
2973,100,148,"(100, 148)"
2974,78,3,"(78, 3)"
2975,23,102,"(23, 102)"
2976,33,13,"(33, 13)"
2977,21,39,"(21, 39)"
2978,6,160,"(6, 160)"
2979,54,17,"(54, 17)"
2980,15,159,"(15, 159)"
2981,13,159,"(13, 159)"
2982,39,14,"(39, 14)"
2983,89,71,"(89, 71)"
2984,19,74,"(19, 74)"
2985,33,102,"(33, 102)"
2986,71,86,"(71, 86)"
2987,140,73,"(140, 73)"
2988,67,104,"(67, 104)"
2989,135,13,"(135, 13)"
2990,21,74,"(21, 74)"
2991,27,20,"(27, 20)"
2992,3,105,"(3, 105)"
2993,13,102,"(13, 102)"
2994,24,86,"(24, 86)"
2995,24,86,"(24, 86)"
2996,23,24,"(23, 24)"
2997,74,24,"(74, 24)"
2998,74,24,"(74, 24)"
2999,67,104,"(67, 104)"
3000,161,99,"(161, 99)"
3001,13,4,"(13, 4)"
3002,89,33,"(89, 33)"
3003,104,35,"(104, 35)"
3004,73,140,"(73, 140)"
3005,6,33,"(6, 33)"
3006,150,24,"(150, 24)"
3007,150,24,"(150, 24)"
3008,4,17,"(4, 17)"
3009,3,18,"(3, 18)"
3010,77,103,"(77, 103)"
3011,102,148,"(102, 148)"
3012,150,159,"(150, 159)"
3013,67,99,"(67, 99)"
3014,67,24,"(67, 24)"
3015,67,68,"(67, 68)"
3016,67,73,"(67, 73)"
3017,13,73,"(13, 73)"
3018,13,73,"(13, 73)"
3019,13,73,"(13, 73)"
3020,159,82,"(159, 82)"
3021,148,4,"(148, 4)"
3022,102,3,"(102, 3)"
3023,102,3,"(102, 3)"
3024,135,21,"(135, 21)"
3025,68,73,"(68, 73)"
3026,13,67,"(13, 67)"
3027,20,150,"(20, 150)"
3028,161,17,"(161, 17)"
3029,13,111,"(13, 111)"
3030,16,107,"(16, 107)"
3031,15,86,"(15, 86)"
3032,150,91,"(150, 91)"
3033,12,15,"(12, 15)"
3034,42,17,"(42, 17)"
3035,24,3,"(24, 3)"
3036,3,23,"(3, 23)"
